,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-9.788955105506837,-0.0497889783684708,-8.831964584005414,-0.03983198302806912,-7.873974063003792,-0.029873987687606518,-6.9129815435027995,-0.021912991347824387,-5.94598802700166,-0.014945994508904643,-4.9749925125009495,-0.009974996670831826,-3.995997002000201,-0.004995998833978609,-3.00999949499995,-0.0020099999982450107,-2.0160009919996003,-1.6000664048243428e-05,-1.0130004934997956,-1.3000331077099973e-05,0.0,0.0
1,-3.3243818654071027,-0.0140788121565118,-3.0224276211899435,-0.0148753039626201,-2.718480130612191,-0.015836018015232132,-2.4114606593702725,-0.01604644225770441,-2.0973006036200177,-0.014838398003238969,-1.7761641856078272,-0.014205131612551825,-1.445976047849954,-0.013314242151670859,-1.1035820985591176,-0.01041881663043344,-0.7491465599816803,-0.007512101409102419,-0.3816728089376752,-0.0046762076114728645,0.0,-0.0
2,-8.222804467491809,0.03610663923337473,-7.3527070204090945,0.028661333332977462,-6.48360924061934,0.021241820898434155,-5.619484003830129,0.014950943086276924,-4.765329646506936,0.009917667226247762,-3.9231455032363862,0.006193580249503936,-3.096956036657309,0.002882188726642629,-2.289734455183644,0.0010605403483244027,-1.5035058868671731,-0.00021944524693171682,-0.7402696662945044,-0.0009061811275138734,0.0,0.0
3,-2.5514282274835347,7.567698770694077e-07,-2.292659436089824,-0.001646240697317336,-2.0339615850593105,-0.0022957576058931783,-1.7742662534702929,-0.002874334151278704,-1.5156393428029862,-0.002526370501122588,-1.2569414917724653,-0.003175887409811853,-1.0003095422225017,-0.00296980448617408,-0.7446750732311643,-0.002834661925621339,-0.492103986278873,-0.0019148598961587285,-0.2435228215612909,-0.0012788193193925686,0.0,0.0
4,-1.6388550941440885,0.002642044246592173,-1.4916427224892714,0.0014101222744629385,-1.3424784502402332,0.0012691100470786573,-1.1923152358047744,0.0011740815985105332,-1.0391092110307112,0.00021806230090477832,-0.8819534012892443,0.0004449203056919593,-0.7197568968362336,-9.724498058024528e-05,-0.5515667392638524,-0.0003635075925508893,-0.37538504419916136,-0.00026189997224172756,-0.19216477004952748,-0.0008373480851063647,0.0,0.0
5,-0.6769809809216529,-0.0021797867804825566,-0.5894087742294751,-0.0025093547710415554,-0.5038226116896339,-0.0026030655489056725,-0.4202224933022423,-0.002460919114061523,-0.3405944632196369,-0.0018470582538142246,-0.2670424942005018,-0.001518647831637257,-0.1985735641685557,-0.0015936164538914374,-0.13705578867015344,-0.0008430848318991511,-0.08371804699387878,-0.0011351685112248615,-0.03832448192717652,-0.0004838233397442834,0.0,-0.0
6,-0.01910011267452765,-0.002861065504157206,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
7,-4.742251547122468,0.03135703771848897,-4.242303863212059,0.022066539746363856,-3.743091015448991,0.014887916731841809,-3.245861602111127,0.007966174782488344,-2.753462334303145,0.002678352707957355,-2.2658932120254365,-0.000975549491241956,-1.7883697024054397,-0.004336763577887147,-1.3206349243780002,-0.005421855126888614,-0.8648007529008628,-0.004965660285798937,-0.4239707801439845,-0.0035745746692356713,0.0,0.0
8,-4.325353645442413,0.02090076215911496,-3.934765387355189,0.016563407616053568,-3.5430602568673635,0.011358530139055743,-3.1455266151095986,0.007893898729797287,-2.739930717280553,0.0044344675201939965,-2.3232959703786333,0.001354260710618227,-1.8936379790694444,-0.0010973722320526402,-1.4479801503512264,-0.002546407107883148,-0.9853302865564638,-0.002868169183222927,-0.5027117946839336,-0.0016886342584330333,0.0,0.0
9,-5.297403356718523,0.27604832226553744,-4.788078441334335,0.21673449108790346,-4.276109063202038,0.1632521963093836,-3.7605260629802326,0.1158478728532104,-3.241575875592426,0.07549068006047732,-2.717073747432841,0.04170432843677385,-2.187266113424708,0.01545797732302956,-1.6504610898093175,-0.0017863440927586847,-1.1076278359272955,-0.010275070734095835,-0.5575507575144543,-0.010730927018790776,0.0,0.0
10,-8.720927198056426,-0.14407916643320007,-7.8129893211482075,-0.11604683375497506,-6.906777541271786,-0.09025516817305324,-6.004275240491781,-0.0669614547196502,-5.109449182935887,-0.04668026345887899,-4.224154108152334,-0.03066057045482995,-3.3506306832372825,-0.017176278675920864,-2.4908622902548263,-0.006484673154068199,-1.6455833352051776,-0.000697778469562732,-0.8150511031202821,0.002167787441913177,0.0,0.0
